Epoch,Loss,Top1 Acc,Top5 Acc,Class_0_Acc,Class_1_Acc,Class_2_Acc,Class_3_Acc,Class_4_Acc,Class_5_Acc
275,0.02560568482404536,0.991,1.0,0.6045,0.3955,0.635,0.5965,0.4875,0.7285
276,0.03710188207831622,0.9877083333333333,1.0,0.6265,0.4525,0.6855,0.5615,0.5545,0.531
277,0.03206155108398525,0.9898541666666667,1.0,0.557,0.429,0.7205,0.557,0.6165,0.623
278,0.0266687797975416,0.9912291666666667,1.0,0.6725,0.512,0.606,0.558,0.555,0.614
279,0.024510146244991725,0.9917708333333334,1.0,0.7195,0.519,0.5665,0.511,0.5305,0.683
280,0.02161070416640723,0.9929583333333334,1.0,0.6455,0.5275,0.6,0.557,0.424,0.6655
281,0.023042164513288298,0.992125,1.0,0.66,0.5905,0.615,0.4885,0.526,0.574
282,0.03676723034718695,0.9878125,1.0,0.6925,0.603,0.503,0.5355,0.444,0.5995
283,0.029445147254581874,0.9899583333333334,1.0,0.6575,0.542,0.6735,0.5415,0.497,0.588
284,0.022671249258167034,0.9917083333333333,1.0,0.5655,0.5505,0.584,0.543,0.5455,0.7115
285,0.022778532545285998,0.9924791666666667,1.0,0.729,0.5795,0.6345,0.53,0.4465,0.622
286,0.02808805729173279,0.990875,1.0,0.69,0.4005,0.6525,0.5875,0.526,0.6185
287,0.024709862636217925,0.9913333333333333,1.0,0.5985,0.499,0.586,0.6215,0.567,0.6185
288,0.023312075567092205,0.9925208333333333,1.0,0.6695,0.562,0.5435,0.524,0.563,0.5455
289,0.024288089891624016,0.9917291666666667,1.0,0.5885,0.4845,0.619,0.574,0.5595,0.651
290,0.03220598751607273,0.9888541666666667,1.0,0.652,0.473,0.641,0.546,0.486,0.7255
291,0.021414804201893275,0.9929166666666667,1.0,0.63,0.4755,0.6445,0.5585,0.58,0.682
292,0.019274163688115853,0.9935833333333334,1.0,0.6215,0.498,0.6915,0.571,0.5655,0.5945
293,0.018432142555180085,0.9941458333333333,1.0,0.7025,0.4905,0.6945,0.6025,0.471,0.566
294,0.015868832907692802,0.9948958333333333,1.0,0.6505,0.5,0.67,0.56,0.4565,0.712
295,0.017267397750828726,0.9943125,1.0,0.557,0.5035,0.676,0.58,0.573,0.581
296,0.025377614570548757,0.9914791666666667,1.0,0.6325,0.4705,0.573,0.5485,0.6095,0.65
297,0.034610426095236714,0.9881458333333333,0.9999791666666666,0.6625,0.559,0.5545,0.4795,0.568,0.6235
298,0.030693904978979846,0.9895625,1.0,0.692,0.4115,0.6605,0.5845,0.4455,0.6405
299,0.03614772996985509,0.9875208333333333,1.0,0.5765,0.522,0.604,0.558,0.531,0.681
300,0.029634751498524566,0.9900833333333333,1.0,0.6275,0.49,0.6445,0.577,0.505,0.6855
